down_mean,combined_len,up_zero_ratio,mean_ratio,label
0.2717041800643087,2488.0,0.9967845659163987,0.2717041800643087,0.0
0.2854851643945469,2494.0,0.9967923015236567,0.2854851643945469,0.0
0.26383319967923013,2494.0,0.9967923015236567,0.26383319967923013,0.0
0.29233226837060705,2504.0,0.9968051118210862,0.29233226837060705,0.0
0.28731942215088285,2492.0,0.9975922953451043,0.28731942215088285,0.0
0.3133971291866029,2508.0,0.9968102073365231,0.3133971291866029,0.0
0.31974420463629094,2502.0,0.996802557953637,0.31974420463629094,0.0
3.5,76.0,0.8947368421052632,1.1083333333333334,0.0
0.3328,2500.0,0.9968,0.3328,0.0
0.3199679230152366,2494.0,0.9967923015236567,0.3199679230152366,0.0
0.288,2500.0,0.9968,0.288,0.0
0.2696629213483146,2492.0,0.9967897271268058,0.2696629213483146,0.0
0.3111467522052927,2494.0,0.9967923015236567,0.3111467522052927,0.0
0.32265812650120096,2498.0,0.9967974379503602,0.32265812650120096,0.0
0.2822774659182037,2494.0,0.9967923015236567,0.2822774659182037,0.0
0.3027156549520767,2504.0,0.9968051118210862,0.3027156549520767,0.0
0.2755020080321285,2490.0,0.9967871485943776,0.2755020080321285,0.0
0.272,2500.0,0.9968,0.272,0.0
0.24601910828025478,2512.0,0.9968152866242038,0.24601910828025478,0.0
5.708333333333333,48.0,0.8333333333333334,1.0223880597014925,0.0
0.24899598393574296,2490.0,0.9967871485943776,0.24899598393574296,0.0
0.24880382775119617,2508.0,0.9976076555023924,0.24880382775119617,0.0
0.2321857485988791,2498.0,0.9967974379503602,0.2321857485988791,0.0
0.27419354838709675,2480.0,0.9967741935483871,0.27419354838709675,0.0
2.9166666666666665,120.0,0.9333333333333333,1.3888888888888888,0.0
2.933333333333333,120.0,0.9333333333333333,1.073170731707317,0.0
0.30431309904153353,2504.0,0.9968051118210862,0.30431309904153353,0.0
0.2278582930756844,2484.0,0.9967793880837359,0.2278582930756844,0.0
0.46224489795918366,1960.0,0.9959183673469387,0.46224489795918366,0.0
0.24619085805934243,2494.0,0.9967923015236567,0.24619085805934243,0.0
0.22283464566929134,2540.0,0.9968503937007874,0.22283464566929134,0.0
0.1755829903978052,7290.0,0.9989026063100137,0.1755829903978052,0.0
2.9375,96.0,0.9166666666666666,1.2702702702702702,0.0
0.4875675675675676,1850.0,0.9956756756756757,0.4875675675675676,0.0
0.30659253375694995,2518.0,0.9968228752978554,0.30659253375694995,0.0
0.2826603325415677,2526.0,0.9968329374505146,0.2826603325415677,0.0
0.4945945945945946,1480.0,0.9945945945945946,0.4945945945945946,0.0
0.30647709320695105,2532.0,0.9968404423380727,0.30647709320695105,0.0
0.2682145716573259,2498.0,0.9967974379503602,0.2682145716573259,0.0
0.2504012841091493,2492.0,0.9967897271268058,0.2504012841091493,0.0
0.3603174603174603,2520.0,0.9968253968253968,0.3603174603174603,0.0
0.331496062992126,2540.0,0.9968503937007874,0.331496062992126,0.0
0.2934609250398724,2508.0,0.9968102073365231,0.2934609250398724,0.0
0.24662965900079303,2522.0,0.9968279143536876,0.24662965900079303,0.0
0.21570182394924664,2522.0,0.9968279143536876,0.21570182394924664,0.0
2.9038461538461537,104.0,0.9230769230769231,1.217741935483871,0.0
0.31516587677725116,2532.0,0.9968404423380727,0.31516587677725116,0.0
0.1931364724660814,2506.0,0.9968076616121309,0.1931364724660814,0.0
0.2578125,2560.0,0.996875,0.2578125,0.0
0.2857142857142857,2520.0,0.9968253968253968,0.2857142857142857,0.0
0.23734177215189872,2528.0,0.9968354430379747,0.23734177215189872,0.0
0.31746031746031744,2520.0,0.9976190476190476,0.31746031746031744,0.0
0.2801556420233463,2570.0,0.9976653696498055,0.2801556420233463,0.0
0.2907801418439716,2538.0,0.9968479117415288,0.2907801418439716,0.0
0.2539568345323741,2780.0,0.9971223021582734,0.2539568345323741,0.0
0.3232242617717478,2506.0,0.9968076616121309,0.3232242617717478,0.0
0.2962085308056872,2532.0,0.9968404423380727,0.2962085308056872,0.0
0.3103174603174603,2520.0,0.9968253968253968,0.3103174603174603,0.0
0.30665610142630745,2524.0,0.9968304278922345,0.30665610142630745,0.0
0.33279871692060947,2494.0,0.9967923015236567,0.33279871692060947,0.0
0.2773780975219824,2502.0,0.9976019184652278,0.2773780975219824,0.0
0.7022900763358778,262.0,1.0,0.7022900763358778,0.0
0.2300395256916996,2530.0,0.9968379446640316,0.2300395256916996,0.0
0.3641479099678457,2488.0,0.9967845659163987,0.3641479099678457,0.0
1.0227272727272727,352.0,0.9715909090909091,1.0227272727272727,0.0
0.2372611464968153,2512.0,0.9968152866242038,0.2372611464968153,0.0
0.3128491620111732,2506.0,0.9976057462090981,0.3128491620111732,0.0
0.25560897435897434,2496.0,0.9967948717948718,0.25560897435897434,0.0
0.25946372239747634,2536.0,0.9968454258675079,0.25946372239747634,0.0
0.25059665871121717,2514.0,0.9968178202068417,0.25059665871121717,0.0
0.3016,2500.0,0.9968,0.3016,0.0
0.3018414731785428,2498.0,0.9967974379503602,0.3018414731785428,0.0
0.292,2500.0,0.9968,0.292,0.0
0.34485530546623794,2488.0,0.9967845659163987,0.34485530546623794,0.0
0.2842438638163104,2526.0,0.9968329374505146,0.2842438638163104,0.0
0.3552,2500.0,0.9968,0.3552,0.0
0.27056962025316456,2528.0,0.9968354430379747,0.27056962025316456,0.0
4.514285714285714,70.0,0.9142857142857143,1.3620689655172413,0.0
0.21153846153846154,2496.0,0.9967948717948718,0.21153846153846154,0.0
0.32076984763432237,2494.0,0.9967923015236567,0.32076984763432237,0.0
0.23064770932069512,2532.0,0.9968404423380727,0.23064770932069512,0.0
0.3120510774142059,2506.0,0.9968076616121309,0.3120510774142059,0.0
0.3153296266878475,2518.0,0.9968228752978554,0.3153296266878475,0.0
0.2528823981552652,2602.0,0.9969254419677172,0.2528823981552652,0.0
0.344275420336269,2498.0,0.9967974379503602,0.344275420336269,0.0
0.23939151321056845,2498.0,0.9975980784627703,0.23939151321056845,0.0
0.37149719775820655,2498.0,0.9967974379503602,0.37149719775820655,0.0
0.3492822966507177,2508.0,0.9968102073365231,0.3492822966507177,0.0
0.2852589641434263,2510.0,0.9968127490039841,0.2852589641434263,0.0
0.2543720190779014,2516.0,0.9968203497615262,0.2543720190779014,0.0
0.2765636774679729,2654.0,0.9969856819894499,0.2765636774679729,0.0
0.32019308125502816,2486.0,0.996781979082864,0.32019308125502816,0.0
0.3154523618895116,2498.0,0.9967974379503602,0.3154523618895116,0.0
7.560855263157895,1216.0,0.993421052631579,7.560855263157895,0.0
0.2755905511811024,254.0,1.0,0.2755905511811024,0.0
0.31475667189952905,2548.0,0.9968602825745683,0.31475667189952905,0.0
0.24170616113744076,2532.0,0.9968404423380727,0.24170616113744076,0.0
0.27430830039525694,2530.0,0.9968379446640316,0.27430830039525694,0.0
0.3491171749598716,2492.0,0.9967897271268058,0.3491171749598716,0.0
0.3181818181818182,264.0,1.0,0.3181818181818182,0.0
0.27817745803357313,2502.0,0.996802557953637,0.27817745803357313,0.0
0.31676022453889335,2494.0,0.9975942261427426,0.31676022453889335,0.0
0.35525260625501204,2494.0,0.9967923015236567,0.35525260625501204,0.0
7.863636363636363,44.0,0.8636363636363636,1.6320754716981132,0.0
